Duration,Start date,End date,Start station number,Start station,End station number,End station,Bike number,Member type,lat,lon
711,2010-09-21 15:18:16,2010-09-21 15:30:08,31600,5th & K St NW,31200,Massachusetts Ave & Dupont Circle NW,W01059,Member,38.9025842,-77.0556545
88,2010-09-21 15:32:51,2010-09-21 15:34:20,31204,20th & E St NW,31204,20th & E St NW,W01069,Member,38.8963209,-77.045018
5196,2010-09-21 15:33:32,2010-09-21 17:00:09,31106,Calvert & Biltmore St NW,31604,3rd & H St NW,W00896,Casual,38.9232108,-77.0476393
633,2010-09-21 15:33:48,2010-09-21 15:44:21,31204,20th & E St NW,31200,Massachusetts Ave & Dupont Circle NW,W00814,Member,38.8963209,-77.045018
5031,2010-09-21 15:36:17,2010-09-21 17:00:09,31106,Calvert & Biltmore St NW,31604,3rd & H St NW,W00960,Casual,38.9232108,-77.0476393
4169,2010-09-21 15:43:05,2010-09-21 16:52:35,31009,27th & Crystal Dr,31009,27th & Crystal Dr,W00764,Casual,38.8484407,-77.051516
1283,2010-09-21 15:50:16,2010-09-21 16:11:39,31200,Massachusetts Ave & Dupont Circle NW,31207,Georgia Ave and Fairmont St NW,W00814,Member,38.9100997,-77.0444
266,2010-09-21 15:53:58,2010-09-21 15:58:24,31111,10th & U St NW,31101,14th & V St NW,W00569,Member,38.9171997,-77.0259
174,2010-09-21 15:59:32,2010-09-21 16:02:27,31011,23rd & Crystal Dr,31000,Eads St & 15th St S,W01034,Member,38.8532997,-77.0498
6432,2010-09-21 16:02:24,2010-09-21 17:49:37,31202,14th & R St NW,31203,14th & Rhode Island Ave NW,W00471,Casual,38.9126963,-77.03167
6320,2010-09-21 16:04:21,2010-09-21 17:49:41,31202,14th & R St NW,31203,14th & Rhode Island Ave NW,W00318,Casual,38.9126963,-77.03167
6176,2010-09-21 16:06:52,2010-09-21 17:49:49,31202,14th & R St NW,31203,14th & Rhode Island Ave NW,W00829,Casual,38.9126963,-77.03167
458,2010-09-21 16:08:56,2010-09-21 16:16:35,31502,John McCormack Dr & Michigan Ave NE,31500,4th & W St NE,W00803,Member,38.9345997,-76.9955
274,2010-09-21 16:10:36,2010-09-21 16:15:10,31002,20th & Crystal Dr,31009,27th & Crystal Dr,W00240,Member,38.8563997,-77.0492
253,2010-09-21 16:19:26,2010-09-21 16:23:39,31602,Park Rd & Holmead Pl NW,31401,14th St & Spring Rd NW,W00501,Casual,38.9308232,-77.0315137
573,2010-09-21 16:19:38,2010-09-21 16:29:11,31200,Massachusetts Ave & Dupont Circle NW,31111,10th & U St NW,W01059,Member,38.9100997,-77.0444
435,2010-09-21 16:24:28,2010-09-21 16:31:44,31110,20th St & Florida Ave NW,31205,21st & I St NW,W00491,Member,38.9153997,-77.0446
473,2010-09-21 16:26:39,2010-09-21 16:34:33,31500,4th & W St NE,31502,John McCormack Dr & Michigan Ave NE,W00803,Member,38.9190848,-77.0006503
1518,2010-09-21 16:31:43,2010-09-21 16:57:02,31208,M St & New Jersey Ave SE,31204,20th & E St NW,W01007,Member,38.8762997,-77.0037
17000,2010-09-21 16:36:34,2010-09-21 21:19:55,31106,Calvert & Biltmore St NW,31104,Adams Mill & Columbia Rd NW,W00194,Casual,38.9232108,-77.0476393
1155,2010-09-21 16:45:12,2010-09-21 17:04:27,31600,5th & K St NW,31201,15th & P St NW,W00518,Casual,38.9025842,-77.0556545
1126,2010-09-21 16:45:47,2010-09-21 17:04:33,31600,5th & K St NW,31201,15th & P St NW,W01113,Casual,38.9025842,-77.0556545
477,2010-09-21 16:47:04,2010-09-21 16:55:01,31202,14th & R St NW,31212,21st & M St NW,W01070,Member,38.9126963,-77.03167
3864,2010-09-21 16:47:39,2010-09-21 17:52:03,31106,Calvert & Biltmore St NW,31212,21st & M St NW,W00773,Casual,38.9232108,-77.0476393
372,2010-09-21 17:02:51,2010-09-21 17:09:03,31600,5th & K St NW,31109,7th & T St NW,W00281,Member,38.9025842,-77.0556545
4323,2010-09-21 17:03:53,2010-09-21 18:15:56,31010,S Glebe & Potomac Ave,31002,20th & Crystal Dr,W00342,Casual,38.8425997,-77.0502
516,2010-09-21 17:08:36,2010-09-21 17:17:12,31600,5th & K St NW,31203,14th & Rhode Island Ave NW,W00930,Member,38.9025842,-77.0556545
1361,2010-09-21 17:10:14,2010-09-21 17:32:55,31208,M St & New Jersey Ave SE,31108,4th & M St SW,W00636,Casual,38.8762997,-77.0037
953,2010-09-21 17:10:50,2010-09-21 17:26:43,31008,12th & Army Navy Dr,31008,12th & Army Navy Dr,W00959,Casual,38.8628997,-77.0528
409,2010-09-21 17:13:45,2010-09-21 17:20:35,31111,10th & U St NW,31201,15th & P St NW,W00159,Member,38.9171997,-77.0259
2028,2010-09-21 17:14:26,2010-09-21 17:48:15,31108,4th & M St SW,31007,Crystal City Metro / 18th & Bell St,W00861,Member,38.8766997,-77.0178
1707,2010-09-21 17:19:04,2010-09-21 17:47:31,31208,M St & New Jersey Ave SE,31604,3rd & H St NW,W00886,Casual,38.8762997,-77.0037
3627,2010-09-21 17:20:03,2010-09-21 18:20:30,31100,19th St & Pennsylvania Ave NW,31100,19th St & Pennsylvania Ave NW,W00639,Casual,38.9002997,-77.0429
849,2010-09-21 17:20:15,2010-09-21 17:34:24,31212,21st & M St NW,31103,16th & Harvard St NW,W01070,Member,38.9053609,-77.0467762
1888,2010-09-21 17:21:37,2010-09-21 17:53:05,31600,5th & K St NW,31110,20th St & Florida Ave NW,W00648,Casual,38.9025842,-77.0556545
1817,2010-09-21 17:22:50,2010-09-21 17:53:08,31600,5th & K St NW,31110,20th St & Florida Ave NW,W00928,Casual,38.9025842,-77.0556545
1261,2010-09-21 17:27:23,2010-09-21 17:48:24,31213,17th & K St NW,31206,19th & E Street NW,W00491,Member,38.9027555,-77.0386382
513,2010-09-21 17:27:30,2010-09-21 17:36:04,31101,14th & V St NW,31103,16th & Harvard St NW,W00838,Member,38.9175997,-77.0321
433,2010-09-21 17:40:23,2010-09-21 17:47:36,31100,19th St & Pennsylvania Ave NW,31201,15th & P St NW,W00843,Member,38.9002997,-77.0429
1284,2010-09-21 17:43:58,2010-09-21 18:05:23,31203,14th & Rhode Island Ave NW,31105,14th & Harvard St NW,W00930,Member,38.9085997,-77.0323
1276,2010-09-21 17:44:09,2010-09-21 18:05:26,31203,14th & Rhode Island Ave NW,31105,14th & Harvard St NW,W01067,Member,38.9085997,-77.0323
1409,2010-09-21 17:44:46,2010-09-21 18:08:15,31604,3rd & H St NW,31602,Park Rd & Holmead Pl NW,W00960,Member,38.8994158,-77.0152913
331,2010-09-21 17:46:26,2010-09-21 17:51:58,31200,Massachusetts Ave & Dupont Circle NW,31201,15th & P St NW,W00777,Member,38.9100997,-77.0444
1336,2010-09-21 17:54:59,2010-09-21 18:17:16,31600,5th & K St NW,31107,Lamont & Mt Pleasant NW,W01029,Member,38.9025842,-77.0556545
894,2010-09-21 17:55:16,2010-09-21 18:10:11,31206,19th & E Street NW,31201,15th & P St NW,W00491,Member,42.6795631304348,-75.4927429130435
1777,2010-09-21 17:56:11,2010-09-21 18:25:49,31203,14th & Rhode Island Ave NW,31202,14th & R St NW,W00471,Member,38.9085997,-77.0323
1350,2010-09-21 17:56:17,2010-09-21 18:18:47,31205,21st & I St NW,31209,1st & N St  SE,W00883,Casual,38.9007997,-77.047
539,2010-09-21 17:57:51,2010-09-21 18:06:50,31203,14th & Rhode Island Ave NW,31101,14th & V St NW,W00318,Member,38.9085997,-77.0323
517,2010-09-21 17:59:43,2010-09-21 18:08:20,31604,3rd & H St NW,31604,3rd & H St NW,W00896,Casual,38.8994158,-77.0152913
185,2010-09-21 18:05:22,2010-09-21 18:08:28,31105,14th & Harvard St NW,31103,16th & Harvard St NW,W00868,Member,38.9267997,-77.0322
758,2010-09-21 18:06:35,2010-09-21 18:19:14,31205,21st & I St NW,31600,5th & K St NW,W00376,Member,38.9007997,-77.047
375,2010-09-21 18:07:03,2010-09-21 18:13:19,31203,14th & Rhode Island Ave NW,31101,14th & V St NW,W00829,Member,38.9085997,-77.0323
480,2010-09-21 18:08:36,2010-09-21 18:16:36,31204,20th & E St NW,31212,21st & M St NW,W00428,Casual,38.8963209,-77.045018
647,2010-09-21 18:09:28,2010-09-21 18:20:15,31108,4th & M St SW,31208,M St & New Jersey Ave SE,W00872,Casual,38.8766997,-77.0178
327,2010-09-21 18:10:45,2010-09-21 18:16:12,31203,14th & Rhode Island Ave NW,31101,14th & V St NW,W00804,Member,38.9085997,-77.0323
585,2010-09-21 18:11:32,2010-09-21 18:21:18,31111,10th & U St NW,31203,14th & Rhode Island Ave NW,W00415,Member,38.9171997,-77.0259
399,2010-09-21 18:12:07,2010-09-21 18:18:47,31110,20th St & Florida Ave NW,31101,14th & V St NW,W00928,Member,38.9153997,-77.0446
377,2010-09-21 18:13:38,2010-09-21 18:19:56,31604,3rd & H St NW,31604,3rd & H St NW,W00896,Casual,38.8994158,-77.0152913
6558,2010-09-21 18:14:11,2010-09-21 20:03:30,31109,7th & T St NW,31109,7th & T St NW,W00191,Casual,38.9154997,-77.0222
640,2010-09-21 18:16:35,2010-09-21 18:27:15,31101,14th & V St NW,31401,14th St & Spring Rd NW,W00363,Member,38.9175997,-77.0321
930,2010-09-21 18:17:56,2010-09-21 18:33:27,31100,19th St & Pennsylvania Ave NW,31600,5th & K St NW,W00976,Member,38.9002997,-77.0429
313,2010-09-21 18:19:04,2010-09-21 18:24:17,31009,27th & Crystal Dr,31007,Crystal City Metro / 18th & Bell St,W00999,Casual,38.8484407,-77.051516
1074,2010-09-21 18:19:27,2010-09-21 18:37:21,31200,Massachusetts Ave & Dupont Circle NW,31100,19th St & Pennsylvania Ave NW,W00119,Casual,38.9100997,-77.0444
830,2010-09-21 18:24:31,2010-09-21 18:38:22,31602,Park Rd & Holmead Pl NW,31201,15th & P St NW,W00783,Member,38.9308232,-77.0315137
1453,2010-09-21 18:24:59,2010-09-21 18:49:13,31205,21st & I St NW,31006,S Joyce & Army Navy Dr,W00855,Member,38.9007997,-77.047
1208,2010-09-21 18:27:22,2010-09-21 18:47:30,31600,5th & K St NW,31101,14th & V St NW,W01030,Member,38.9025842,-77.0556545
335,2010-09-21 18:32:27,2010-09-21 18:38:02,31401,14th St & Spring Rd NW,31602,Park Rd & Holmead Pl NW,W00380,Casual,38.9374997,-77.0328
1527,2010-09-21 18:32:55,2010-09-21 18:58:23,31600,5th & K St NW,31106,Calvert & Biltmore St NW,W00830,Casual,38.9025842,-77.0556545
1490,2010-09-21 18:33:38,2010-09-21 18:58:29,31600,5th & K St NW,31106,Calvert & Biltmore St NW,W00377,Casual,38.9025842,-77.0556545
546,2010-09-21 18:34:27,2010-09-21 18:43:34,31200,Massachusetts Ave & Dupont Circle NW,31201,15th & P St NW,W00805,Member,38.9100997,-77.0444
216,2010-09-21 18:34:34,2010-09-21 18:38:11,31000,Eads St & 15th St S,31003,15th & Crystal Dr,W01025,Member,38.8589788,-77.0532323
2183,2010-09-21 18:35:10,2010-09-21 19:11:33,31009,27th & Crystal Dr,31209,1st & N St  SE,W00509,Casual,38.8484407,-77.051516
371,2010-09-21 18:37:32,2010-09-21 18:43:43,31206,19th & E Street NW,31100,19th St & Pennsylvania Ave NW,W00039,Casual,42.6795631304348,-75.4927429130435
1375,2010-09-21 18:38:35,2010-09-21 19:01:31,31108,4th & M St SW,31101,14th & V St NW,W01012,Member,38.8766997,-77.0178
589,2010-09-21 18:38:41,2010-09-21 18:48:31,31212,21st & M St NW,31201,15th & P St NW,W00773,Member,38.9053609,-77.0467762
1948,2010-09-21 18:39:06,2010-09-21 19:11:34,31011,23rd & Crystal Dr,31209,1st & N St  SE,W00816,Casual,38.8532997,-77.0498
227,2010-09-21 18:40:15,2010-09-21 18:44:03,31209,1st & N St  SE,31209,1st & N St  SE,W00332,Member,38.8742997,-77.0057
1641,2010-09-21 18:40:57,2010-09-21 19:08:19,31206,19th & E Street NW,31110,20th St & Florida Ave NW,W00905,Casual,42.6795631304348,-75.4927429130435
1630,2010-09-21 18:41:03,2010-09-21 19:08:14,31206,19th & E Street NW,31110,20th St & Florida Ave NW,W00977,Casual,42.6795631304348,-75.4927429130435
1557,2010-09-21 18:41:31,2010-09-21 19:07:28,31600,5th & K St NW,31200,Massachusetts Ave & Dupont Circle NW,W01101,Member,38.9025842,-77.0556545
764,2010-09-21 18:41:44,2010-09-21 18:54:29,31602,Park Rd & Holmead Pl NW,31203,14th & Rhode Island Ave NW,W00288,Member,38.9308232,-77.0315137
148,2010-09-21 18:42:21,2010-09-21 18:44:49,31202,14th & R St NW,31203,14th & Rhode Island Ave NW,W00471,Member,38.9126963,-77.03167
933,2010-09-21 18:43:27,2010-09-21 18:59:01,31104,Adams Mill & Columbia Rd NW,31111,10th & U St NW,W00344,Member,38.9230444,-77.0425553
944,2010-09-21 18:43:30,2010-09-21 18:59:14,31104,Adams Mill & Columbia Rd NW,31111,10th & U St NW,W00546,Member,38.9230444,-77.0425553
834,2010-09-21 18:43:48,2010-09-21 18:57:43,31101,14th & V St NW,31203,14th & Rhode Island Ave NW,W00918,Member,38.9175997,-77.0321
753,2010-09-21 18:43:49,2010-09-21 18:56:22,31100,19th St & Pennsylvania Ave NW,31203,14th & Rhode Island Ave NW,W00833,Casual,38.9002997,-77.0429
476,2010-09-21 18:45:00,2010-09-21 18:52:57,31203,14th & Rhode Island Ave NW,31101,14th & V St NW,W00563,Member,38.9085997,-77.0323
474,2010-09-21 18:47:14,2010-09-21 18:55:09,31108,4th & M St SW,31208,M St & New Jersey Ave SE,W00826,Member,38.8766997,-77.0178
1070,2010-09-21 18:49:38,2010-09-21 19:07:28,31107,Lamont & Mt Pleasant NW,31203,14th & Rhode Island Ave NW,W00755,Member,38.9319014,-77.0387453
531,2010-09-21 18:50:44,2010-09-21 18:59:35,31200,Massachusetts Ave & Dupont Circle NW,31203,14th & Rhode Island Ave NW,W00796,Member,38.9100997,-77.0444
3593,2010-09-21 18:51:29,2010-09-21 19:51:22,31602,Park Rd & Holmead Pl NW,31602,Park Rd & Holmead Pl NW,W00085,Casual,38.9308232,-77.0315137
1190,2010-09-21 18:53:28,2010-09-21 19:13:18,31600,5th & K St NW,31200,Massachusetts Ave & Dupont Circle NW,W00376,Member,38.9025842,-77.0556545
677,2010-09-21 18:58:23,2010-09-21 19:09:40,31200,Massachusetts Ave & Dupont Circle NW,31206,19th & E Street NW,W00322,Member,38.9100997,-77.0444
13645,2010-09-21 19:03:24,2010-09-21 22:50:49,31204,20th & E St NW,31204,20th & E St NW,W01007,Casual,38.8963209,-77.045018
259,2010-09-21 19:04:18,2010-09-21 19:08:38,31004,Aurora Hills Community Ctr/18th & Hayes St,31004,Aurora Hills Community Ctr/18th & Hayes St,W00825,Casual,38.8578738,-77.0594923
358,2010-09-21 19:06:50,2010-09-21 19:12:48,31201,15th & P St NW,31200,Massachusetts Ave & Dupont Circle NW,W00777,Member,38.9098497,-77.034438
356,2010-09-21 19:06:54,2010-09-21 19:12:50,31201,15th & P St NW,31200,Massachusetts Ave & Dupont Circle NW,W00159,Member,38.9098497,-77.034438
608,2010-09-21 19:09:35,2010-09-21 19:19:43,31205,21st & I St NW,31200,Massachusetts Ave & Dupont Circle NW,W00492,Casual,38.9007997,-77.047
322,2010-09-21 19:10:38,2010-09-21 19:16:00,31205,21st & I St NW,31100,19th St & Pennsylvania Ave NW,W00795,Member,38.9007997,-77.047
394,2010-09-21 19:11:44,2010-09-21 19:18:19,31201,15th & P St NW,31101,14th & V St NW,W00518,Member,38.9098497,-77.034438
1215,2010-09-21 19:12:05,2010-09-21 19:32:21,31203,14th & Rhode Island Ave NW,31110,20th St & Florida Ave NW,W00918,Member,38.9085997,-77.0323
1204,2010-09-21 19:12:12,2010-09-21 19:32:17,31203,14th & Rhode Island Ave NW,31110,20th St & Florida Ave NW,W00796,Member,38.9085997,-77.0323
630,2010-09-21 19:12:14,2010-09-21 19:22:45,31104,Adams Mill & Columbia Rd NW,31107,Lamont & Mt Pleasant NW,W00971,Member,38.9230444,-77.0425553
769,2010-09-21 19:15:43,2010-09-21 19:28:33,31202,14th & R St NW,31205,21st & I St NW,W00512,Member,38.9126963,-77.03167
831,2010-09-21 19:16:35,2010-09-21 19:30:26,31104,Adams Mill & Columbia Rd NW,31105,14th & Harvard St NW,W00577,Casual,38.9230444,-77.0425553
596,2010-09-21 19:17:52,2010-09-21 19:27:48,31205,21st & I St NW,31110,20th St & Florida Ave NW,W00772,Member,38.9007997,-77.047
405,2010-09-21 19:19:25,2010-09-21 19:26:10,31111,10th & U St NW,31202,14th & R St NW,W00546,Member,38.9171997,-77.0259
1489,2010-09-21 19:19:46,2010-09-21 19:44:35,31203,14th & Rhode Island Ave NW,31107,Lamont & Mt Pleasant NW,W00288,Member,38.9085997,-77.0323
2440,2010-09-21 19:21:40,2010-09-21 20:02:20,31100,19th St & Pennsylvania Ave NW,31103,16th & Harvard St NW,W00639,Casual,38.9002997,-77.0429
595,2010-09-21 19:22:33,2010-09-21 19:32:28,31100,19th St & Pennsylvania Ave NW,31200,Massachusetts Ave & Dupont Circle NW,W00198,Member,38.9002997,-77.0429
337,2010-09-21 19:24:29,2010-09-21 19:30:06,31401,14th St & Spring Rd NW,31400,Georgia & New Hampshire Ave NW,W00031,Member,38.9374997,-77.0328
908,2010-09-21 19:26:28,2010-09-21 19:41:37,31104,Adams Mill & Columbia Rd NW,31205,21st & I St NW,W00742,Member,38.9230444,-77.0425553
829,2010-09-21 19:32:30,2010-09-21 19:46:19,31205,21st & I St NW,31201,15th & P St NW,W00557,Member,38.9007997,-77.047
365,2010-09-21 19:33:20,2010-09-21 19:39:26,31202,14th & R St NW,31110,20th St & Florida Ave NW,W00546,Member,38.9126963,-77.03167
1596,2010-09-21 19:35:35,2010-09-21 20:02:12,31200,Massachusetts Ave & Dupont Circle NW,31103,16th & Harvard St NW,W00159,Casual,38.9100997,-77.0444
2189,2010-09-21 19:36:13,2010-09-21 20:12:43,31209,1st & N St  SE,31011,23rd & Crystal Dr,W00509,Casual,38.8742997,-77.0057
2369,2010-09-21 19:37:16,2010-09-21 20:16:46,31209,1st & N St  SE,31009,27th & Crystal Dr,W00332,Casual,38.8742997,-77.0057
3126,2010-09-21 19:37:49,2010-09-21 20:29:55,31108,4th & M St SW,31108,4th & M St SW,W00256,Casual,38.8766997,-77.0178
236,2010-09-21 19:39:22,2010-09-21 19:43:19,31200,Massachusetts Ave & Dupont Circle NW,31212,21st & M St NW,W00777,Member,38.9100997,-77.0444
2904,2010-09-21 19:41:22,2010-09-21 20:29:47,31108,4th & M St SW,31108,4th & M St SW,W00636,Casual,38.8766997,-77.0178
181,2010-09-21 19:42:14,2010-09-21 19:45:15,31007,Crystal City Metro / 18th & Bell St,31011,23rd & Crystal Dr,W00794,Member,38.8572997,-77.0511
730,2010-09-21 19:46:17,2010-09-21 19:58:27,31200,Massachusetts Ave & Dupont Circle NW,31111,10th & U St NW,W00376,Member,38.9100997,-77.0444
196,2010-09-21 19:49:48,2010-09-21 19:53:04,31003,15th & Crystal Dr,31000,Eads St & 15th St S,W01066,Member,38.8601822,-77.0496649
188,2010-09-21 19:53:12,2010-09-21 19:56:20,31111,10th & U St NW,31111,10th & U St NW,W00344,Member,38.9171997,-77.0259
355,2010-09-21 19:55:51,2010-09-21 20:01:47,31212,21st & M St NW,31201,15th & P St NW,W00428,Casual,38.9053609,-77.0467762
202,2010-09-21 20:03:04,2010-09-21 20:06:27,31007,Crystal City Metro / 18th & Bell St,31011,23rd & Crystal Dr,W01076,Casual,38.8572997,-77.0511
507,2010-09-21 20:03:29,2010-09-21 20:11:57,31110,20th St & Florida Ave NW,31111,10th & U St NW,W00546,Member,38.9153997,-77.0446
395,2010-09-21 20:04:51,2010-09-21 20:11:26,31200,Massachusetts Ave & Dupont Circle NW,31203,14th & Rhode Island Ave NW,W01101,Member,38.9100997,-77.0444
882,2010-09-21 20:07:30,2010-09-21 20:22:13,31201,15th & P St NW,31600,5th & K St NW,W00428,Member,38.9098497,-77.034438
311,2010-09-21 20:08:27,2010-09-21 20:13:38,31101,14th & V St NW,31201,15th & P St NW,W00829,Member,38.9175997,-77.0321
847,2010-09-21 20:11:08,2010-09-21 20:25:15,31100,19th St & Pennsylvania Ave NW,31110,20th St & Florida Ave NW,W00566,Casual,38.9002997,-77.0429
812,2010-09-21 20:11:41,2010-09-21 20:25:14,31100,19th St & Pennsylvania Ave NW,31110,20th St & Florida Ave NW,W00780,Casual,38.9002997,-77.0429
359,2010-09-21 20:17:24,2010-09-21 20:23:24,31201,15th & P St NW,31212,21st & M St NW,W00491,Casual,38.9098497,-77.034438
1477,2010-09-21 20:22:39,2010-09-21 20:47:17,31203,14th & Rhode Island Ave NW,31111,10th & U St NW,W00519,Member,38.9085997,-77.0323
1876,2010-09-21 20:26:38,2010-09-21 20:57:54,31100,19th St & Pennsylvania Ave NW,31108,4th & M St SW,W00119,Casual,38.9002997,-77.0429
530,2010-09-21 20:36:20,2010-09-21 20:45:11,31212,21st & M St NW,31213,17th & K St NW,W00777,Member,38.9053609,-77.0467762
921,2010-09-21 20:36:21,2010-09-21 20:51:42,31212,21st & M St NW,31111,10th & U St NW,W00491,Member,38.9053609,-77.0467762
438,2010-09-21 20:50:41,2010-09-21 20:58:00,31203,14th & Rhode Island Ave NW,31203,14th & Rhode Island Ave NW,W00415,Member,38.9085997,-77.0323
1086,2010-09-21 20:55:21,2010-09-21 21:13:28,31205,21st & I St NW,31105,14th & Harvard St NW,W00605,Member,38.9007997,-77.047
614,2010-09-21 20:57:07,2010-09-21 21:07:21,31200,Massachusetts Ave & Dupont Circle NW,31201,15th & P St NW,W00289,Member,38.9100997,-77.0444
872,2010-09-21 20:57:16,2010-09-21 21:11:48,31200,Massachusetts Ave & Dupont Circle NW,31203,14th & Rhode Island Ave NW,W00032,Member,38.9100997,-77.0444
244,2010-09-21 20:58:20,2010-09-21 21:02:24,31203,14th & Rhode Island Ave NW,31201,15th & P St NW,W00743,Member,38.9085997,-77.0323
732,2010-09-21 21:02:12,2010-09-21 21:14:25,31101,14th & V St NW,31200,Massachusetts Ave & Dupont Circle NW,W00569,Member,38.9175997,-77.0321
523,2010-09-21 21:03:15,2010-09-21 21:11:58,31206,19th & E Street NW,31200,Massachusetts Ave & Dupont Circle NW,W00555,Member,42.6795631304348,-75.4927429130435
132,2010-09-21 21:03:29,2010-09-21 21:05:42,31203,14th & Rhode Island Ave NW,31201,15th & P St NW,W00833,Member,38.9085997,-77.0323
443,2010-09-21 21:05:23,2010-09-21 21:12:47,31201,15th & P St NW,31111,10th & U St NW,W00806,Casual,38.9098497,-77.034438
398,2010-09-21 21:07:18,2010-09-21 21:13:57,31200,Massachusetts Ave & Dupont Circle NW,31205,21st & I St NW,W00198,Casual,38.9100997,-77.0444
298,2010-09-21 21:09:03,2010-09-21 21:14:02,31107,Lamont & Mt Pleasant NW,31104,Adams Mill & Columbia Rd NW,W01029,Member,38.9319014,-77.0387453
589,2010-09-21 21:13:56,2010-09-21 21:23:45,31205,21st & I St NW,31202,14th & R St NW,W01063,Member,38.9007997,-77.047
358,2010-09-21 21:14:31,2010-09-21 21:20:30,31200,Massachusetts Ave & Dupont Circle NW,31203,14th & Rhode Island Ave NW,W00492,Member,38.9100997,-77.0444
540,2010-09-21 21:17:35,2010-09-21 21:26:35,31105,14th & Harvard St NW,31104,Adams Mill & Columbia Rd NW,W01067,Casual,38.9267997,-77.0322
968,2010-09-21 21:31:14,2010-09-21 21:47:22,31203,14th & Rhode Island Ave NW,31600,5th & K St NW,W01101,Member,38.9085997,-77.0323
426,2010-09-21 21:33:43,2010-09-21 21:40:49,31101,14th & V St NW,31105,14th & Harvard St NW,W00928,Member,38.9175997,-77.0321
431,2010-09-21 21:33:50,2010-09-21 21:41:01,31101,14th & V St NW,31105,14th & Harvard St NW,W01012,Member,38.9175997,-77.0321
646,2010-09-21 21:35:03,2010-09-21 21:45:50,31200,Massachusetts Ave & Dupont Circle NW,31106,Calvert & Biltmore St NW,W00555,Casual,38.9100997,-77.0444
801,2010-09-21 21:37:40,2010-09-21 21:51:01,31400,Georgia & New Hampshire Ave NW,31101,14th & V St NW,W00338,Casual,38.9360427,-77.024649
565,2010-09-21 21:39:28,2010-09-21 21:48:53,31104,Adams Mill & Columbia Rd NW,31203,14th & Rhode Island Ave NW,W01067,Member,38.9230444,-77.0425553
267,2010-09-21 21:42:12,2010-09-21 21:46:40,31007,Crystal City Metro / 18th & Bell St,31009,27th & Crystal Dr,W00999,Casual,38.8572997,-77.0511
432,2010-09-21 21:46:43,2010-09-21 21:53:56,31103,16th & Harvard St NW,31207,Georgia Ave and Fairmont St NW,W00786,Member,38.9261399,-77.0366677
117,2010-09-21 21:51:56,2010-09-21 21:53:54,31201,15th & P St NW,31203,14th & Rhode Island Ave NW,W00829,Member,38.9098497,-77.034438
575,2010-09-21 21:53:01,2010-09-21 22:02:36,31100,19th St & Pennsylvania Ave NW,31110,20th St & Florida Ave NW,W00523,Casual,38.9002997,-77.0429
2008,2010-09-21 22:00:54,2010-09-21 22:34:22,31110,20th St & Florida Ave NW,31110,20th St & Florida Ave NW,W00918,Casual,38.9153997,-77.0446
1998,2010-09-21 22:01:00,2010-09-21 22:34:19,31110,20th St & Florida Ave NW,31110,20th St & Florida Ave NW,W00796,Casual,38.9153997,-77.0446
643,2010-09-21 22:10:14,2010-09-21 22:20:58,31201,15th & P St NW,31602,Park Rd & Holmead Pl NW,W01113,Member,38.9098497,-77.034438
665,2010-09-21 22:10:22,2010-09-21 22:21:27,31104,Adams Mill & Columbia Rd NW,31203,14th & Rhode Island Ave NW,W00194,Member,38.9230444,-77.0425553
1014,2010-09-21 22:11:41,2010-09-21 22:28:35,31600,5th & K St NW,31207,Georgia Ave and Fairmont St NW,W00428,Member,38.9025842,-77.0556545
1396,2010-09-21 22:19:58,2010-09-21 22:43:15,31205,21st & I St NW,31107,Lamont & Mt Pleasant NW,W00512,Casual,38.9007997,-77.047
654,2010-09-21 22:33:10,2010-09-21 22:44:05,31201,15th & P St NW,31101,14th & V St NW,W00285,Casual,38.9098497,-77.034438
1161,2010-09-21 22:38:02,2010-09-21 22:57:24,31205,21st & I St NW,31401,14th St & Spring Rd NW,W00986,Member,38.9007997,-77.047
835,2010-09-21 22:42:12,2010-09-21 22:56:07,31011,23rd & Crystal Dr,31009,27th & Crystal Dr,W01015,Casual,38.8532997,-77.0498
138,2010-09-21 22:47:25,2010-09-21 22:49:43,31011,23rd & Crystal Dr,31011,23rd & Crystal Dr,W01097,Member,38.8532997,-77.0498
725,2010-09-21 22:52:32,2010-09-21 23:04:38,31011,23rd & Crystal Dr,31009,27th & Crystal Dr,W00509,Casual,38.8532997,-77.0498
5056,2010-09-21 22:53:23,2010-09-22 00:17:40,31201,15th & P St NW,31200,Massachusetts Ave & Dupont Circle NW,W00289,Casual,38.9098497,-77.034438
472,2010-09-21 23:34:48,2010-09-21 23:42:41,31111,10th & U St NW,31207,Georgia Ave and Fairmont St NW,W01059,Member,38.9171997,-77.0259
1007,2010-09-21 23:47:28,2010-09-22 00:04:15,31201,15th & P St NW,31600,5th & K St NW,W00557,Member,38.9098497,-77.034438
555,2010-09-21 23:48:23,2010-09-21 23:57:38,31602,Park Rd & Holmead Pl NW,31400,Georgia & New Hampshire Ave NW,W00968,Casual,38.9308232,-77.0315137
477,2010-09-22 00:03:20,2010-09-22 00:11:18,31201,15th & P St NW,31200,Massachusetts Ave & Dupont Circle NW,W00993,Member,38.9098497,-77.034438
324,2010-09-22 01:25:42,2010-09-22 01:31:06,31205,21st & I St NW,31200,Massachusetts Ave & Dupont Circle NW,W00860,Casual,38.9007997,-77.047
